timestamp_ns,value
1000000000,0.000
1001000000,0.000
1002000000,0.000
1003000000,0.000
1004000000,0.000
1005000000,0.000
1006000000,0.000
1007000000,0.000
1008000000,0.000
1009000000,0.000
1010000000,0.000
1011000000,0.000
1012000000,0.000
1013000000,0.000
1014000000,0.000
1015000000,0.000
1016000000,0.000
1017000000,0.000
1018000000,0.000
1019000000,0.000
1020000000,0.000
1021000000,0.000
1022000000,0.000
1023000000,0.000
1024000000,0.000
1025000000,0.000
1026000000,0.000
1027000000,0.000
1028000000,0.000
1029000000,0.000
1030000000,0.000
1031000000,0.000
1032000000,0.000
1033000000,0.000
1034000000,0.000
1035000000,0.000
1036000000,0.000
1037000000,0.000
1038000000,0.000
1039000000,0.000
1040000000,0.000
1041000000,0.000
1042000000,0.000
1043000000,0.000
1044000000,0.000
1045000000,0.000
1046000000,0.000
1047000000,0.000
1048000000,0.000
1049000000,0.000
1050000000,0.000
1051000000,0.000
1052000000,0.000
1053000000,0.000
1054000000,0.000
1055000000,0.000
1056000000,0.000
1057000000,0.000
1058000000,0.000
1059000000,0.000
1060000000,0.000
1061000000,0.000
1062000000,0.000
1063000000,0.000
1064000000,0.000
1065000000,0.000
1066000000,0.000
1067000000,0.000
1068000000,0.000
1069000000,0.000
1070000000,0.000
1071000000,0.000
1072000000,0.000
1073000000,0.000
1074000000,0.000
1075000000,0.000
1076000000,0.000
1077000000,0.000
1078000000,0.000
1079000000,0.000
1080000000,0.000
1081000000,0.000
1082000000,0.000
1083000000,0.000
1084000000,0.000
1085000000,0.000
1086000000,0.000
1087000000,0.000
1088000000,0.000
1089000000,0.000
1090000000,0.000
1091000000,0.000
1092000000,0.000
1093000000,0.000
1094000000,0.000
1095000000,0.000
1096000000,0.000
1097000000,0.000
1098000000,0.000
1099000000,0.000
1100000000,0.000
1101000000,0.000
1102000000,0.000
1103000000,0.000
1104000000,0.000
1105000000,0.000
1106000000,0.000
1107000000,0.000
1108000000,0.000
1109000000,0.000
1110000000,0.000
1111000000,0.000
1112000000,0.000
1113000000,0.000
1114000000,0.000
1115000000,0.000
1116000000,0.000
1117000000,0.000
1118000000,0.000
1119000000,0.000
1120000000,0.000
1121000000,0.000
1122000000,0.000
1123000000,0.000
1124000000,0.000
1125000000,0.000
1126000000,0.000
1127000000,0.000
1128000000,0.000
1129000000,0.000
1130000000,0.000
1131000000,0.000
1132000000,0.000
1133000000,0.000
1134000000,0.000
1135000000,0.000
1136000000,0.000
1137000000,0.000
1138000000,0.000
1139000000,0.000
1140000000,0.000
1141000000,0.000
1142000000,0.000
1143000000,0.000
1144000000,0.000
1145000000,0.000
1146000000,0.000
1147000000,0.000
1148000000,0.000
1149000000,0.000
1150000000,0.000
1151000000,0.000
1152000000,0.000
1153000000,0.000
1154000000,0.000
1155000000,0.000
1156000000,0.000
1157000000,0.000
1158000000,0.000
1159000000,0.000
1160000000,0.000
1161000000,0.000
1162000000,0.000
1163000000,0.000
1164000000,0.000
1165000000,0.000
1166000000,0.000
1167000000,0.000
1168000000,0.000
1169000000,0.000
1170000000,0.000
1171000000,0.000
1172000000,0.000
1173000000,0.000
1174000000,0.000
1175000000,0.000
1176000000,0.000
1177000000,0.000
1178000000,0.000
1179000000,0.000
1180000000,0.000
1181000000,0.000
1182000000,0.000
1183000000,0.000
1184000000,0.000
1185000000,0.000
1186000000,0.000
1187000000,0.000
1188000000,0.000
1189000000,0.000
1190000000,0.000
1191000000,0.000
1192000000,0.000
1193000000,0.000
1194000000,0.000
1195000000,0.000
1196000000,0.000
1197000000,0.000
1198000000,0.000
1199000000,0.000
1200000000,0.000
1201000000,0.000
1202000000,0.000
1203000000,0.000
1204000000,0.000
1205000000,0.000
1206000000,0.000
1207000000,0.000
1208000000,0.000
1209000000,0.000
1210000000,0.000
1211000000,0.000
1212000000,0.000
1213000000,0.000
1214000000,0.000
1215000000,0.000
1216000000,0.000
1217000000,0.000
1218000000,0.000
1219000000,0.000
1220000000,0.000
1221000000,0.000
1222000000,0.000
1223000000,0.000
1224000000,0.000
1225000000,0.000
1226000000,0.000
1227000000,0.000
1228000000,0.000
1229000000,0.000
1230000000,0.000
1231000000,0.000
1232000000,0.000
1233000000,0.000
1234000000,0.000
1235000000,0.000
1236000000,0.000
1237000000,0.000
1238000000,0.000
1239000000,0.000
1240000000,0.000
1241000000,0.000
1242000000,0.000
1243000000,0.000
1244000000,0.000
1245000000,0.000
1246000000,0.000
1247000000,0.000
1248000000,0.000
1249000000,0.000
1250000000,0.000
1251000000,0.000
1252000000,0.000
1253000000,0.000
1254000000,0.000
1255000000,0.000
1256000000,0.000
1257000000,0.000
1258000000,0.000
1259000000,0.000
1260000000,0.000
1261000000,0.000
1262000000,0.000
1263000000,0.000
1264000000,0.000
1265000000,0.000
1266000000,0.000
1267000000,0.000
1268000000,0.000
1269000000,0.000
1270000000,0.000
1271000000,0.000
1272000000,0.000
1273000000,0.000
1274000000,0.000
1275000000,0.000
1276000000,0.000
1277000000,0.000
1278000000,0.000
1279000000,0.000
1280000000,0.000
1281000000,0.000
1282000000,0.000
1283000000,0.000
1284000000,0.000
1285000000,0.000
1286000000,0.000
1287000000,0.000
1288000000,0.000
1289000000,0.000
1290000000,0.000
1291000000,0.000
1292000000,0.000
1293000000,0.000
1294000000,0.000
1295000000,0.000
1296000000,0.000
1297000000,0.000
1298000000,0.000
1299000000,0.000
1300000000,0.000
1301000000,0.000
1302000000,0.000
1303000000,0.000
1304000000,0.000
1305000000,0.000
1306000000,0.000
1307000000,0.000
1308000000,0.000
1309000000,0.000
1310000000,0.000
1311000000,0.000
1312000000,0.000
1313000000,0.000
1314000000,0.000
1315000000,0.000
1316000000,0.000
1317000000,0.000
1318000000,0.000
1319000000,0.000
1320000000,0.000
1321000000,0.000
1322000000,0.000
1323000000,0.000
1324000000,0.000
1325000000,0.000
1326000000,0.000
1327000000,0.000
1328000000,0.000
1329000000,0.000
1330000000,0.000
1331000000,0.000
1332000000,0.000
1333000000,0.000
1334000000,0.000
1335000000,0.000
1336000000,0.000
1337000000,0.000
1338000000,0.000
1339000000,0.000
1340000000,0.000
1341000000,0.000
1342000000,0.000
1343000000,0.000
1344000000,0.000
1345000000,0.000
1346000000,0.000
1347000000,0.000
1348000000,0.000
1349000000,0.000
1350000000,0.000
1351000000,0.000
1352000000,0.000
1353000000,0.000
